country,year,drought,earthquakes,disasters,volcanic,floods,mass_movements,storms,landslides,fog,wildfires,extreme_temperatures
World,2010,2012,26748,45260.2,136.3,5067.3,10,2763.2,1010.9,0,88.1,7424.4
